OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
590,34280,34280,Grant,Grant Township,Township,91.806,35.446,22685.468,17A,portrait,lower,179291106.230469,53709.6102216599
591,67960,67960,Reno,Reno Township,Township,91.454,35.311,22598.638,17A,portrait,lower,178606844.96875,53516.2248838462
592,24420,24420,East Tawas,City of East Tawas,City,7.326,2.828,1810.152,17A,landscape,lower,14302706.6054688,19547.3427853487
593,78140,78140,Tawas City,City of Tawas City,City,4.372,1.688,1080.377,17A,portrait,lower,8530859.1171875,18126.0418995009
594,00760,760,Alabaster,Alabaster Township,Township,57.666,22.265,14249.509,17A,portrait,lower,112269419.195312,48694.5066625645
595,73180,73180,Sherman,Sherman Township,Township,93.028,35.918,22987.374,17A,portrait,lower,181149127.386719,53753.8082213011
596,11740,11740,Burleigh,Burleigh Township,Township,89.568,34.582,22132.383,17A,portrait,lower,174412615.46875,62872.9814004152
597,87140,87140,Whittemore,City of Whittemore,City,2.649,1.023,654.671,17A,landscape,lower,5164134.625,9094.32875223986
598,41000,41000,Iron River,Iron River Township,Township,628.301,242.587,155255,17A,portrait,upper,1313677380.06641,192854.211353524
599,05860,5860,Bates,Bates Township,Township,340.365,131.415,84105.236,17A,portrait,upper,711985227.917969,181305.633869699
600,37580,37580,Hematite,Hematite Township,Township,401.64,155.073,99246.338,17A,portrait,upper,842298262.792969,120983.298046888
601,19150,19150,Crystal Falls,Crystal Falls Township,Township,610.318,235.644,150811.176,17A,portrait,upper,1276162702.16016,222403.674414896
602,76080,76080,Stambaugh,Stambaugh Township,Township,491.796,189.883,121524.106,17A,portrait,upper,1024064464.11719,259595.988729493
603,50860,50860,Mansfield,Mansfield Township,Township,278.34,107.467,68778.495,17A,portrait,upper,581195889.324219,111512.975421128
604,40980,40980,Iron River,City of Iron River,City,17.493,6.754,4322.537,17A,portrait,upper,36377211.2734375,30261.7885091427
605,19140,19140,Crystal Falls,City of Crystal Falls,City,9.406,3.632,2324.198,17A,portrait,upper,19562816.59375,28691.7960469828
606,13860,13860,Caspian,City of Caspian,City,3.696,1.427,913.405,17A,landscape,upper,7678234.83203125,11578.848442609
607,52300,52300,Mastodon,Mastodon Township,Township,350.563,135.353,86625.187,17A,landscape,upper,727017431.929688,140303.536494779
608,31160,31160,Gaastra,City of Gaastra,City,4.233,1.635,1046.095,17A,landscape,upper,8790760.796875,13974.9707756095
609,88040,88040,Wise,Wise Township,Township,94.704,36.565,23401.625,17A,landscape,lower,181818161.773438,53965.1395850021
610,82000,82000,Vernon,Vernon Township,Township,92.419,35.683,22836.89,17A,landscape,lower,177426745.078125,66956.9622813325
611,32200,32200,Gilmore,Gilmore Township,Township,93.228,35.995,23036.947,17A,portrait,lower,178980921.90625,53523.5859138394
612,17060,17060,Coldwater,Coldwater Township,Township,93.26,36.008,23044.867,17A,landscape,lower,179041945.890625,53456.0771605806
613,21680,21680,Denver,Denver Township,Township,94.31,36.413,23304.35,17A,portrait,lower,180540817.441406,53742.6252453789
614,41160,41160,Isabella,Isabella Township,Township,94.157,36.354,23266.519,17A,portrait,lower,180247170.488281,54067.5110836723
615,59360,59360,Nottawa,Nottawa Township,Township,92.98,35.9,22975.665,17A,portrait,lower,177991686.472656,53782.4396783934
616,73200,73200,Sherman,Sherman Township,Township,92.416,35.682,22836.184,17A,portrait,lower,176909043.785156,53331.9243812483
617,15580,15580,Chippewa,Chippewa Township,Township,93.595,36.137,23127.658,17A,landscape,lower,178656287.539062,53476.7993139398
618,81340,81340,Union,Union Township,Township,73.802,28.495,18236.65,17A,landscape,lower,140875177.929688,102592.10832391
619,21140,21140,Deerfield,Deerfield Township,Township,92.748,35.81,22918.299,17A,landscape,lower,177038111.648438,53207.8876027028
620,11140,11140,Broomfield,Broomfield Township,Township,92.599,35.753,22881.506,17A,landscape,lower,176751957.070312,53273.9577815837
621,56020,56020,Mt Pleasant,City of Mt Pleasant,City,20.186,7.794,4987.929,17A,portrait,lower,38530293.9570312,49030.7515094415
622,16880,16880,Coe,Coe Township,Township,93.751,36.197,23166.221,17A,portrait,lower,178440593.1875,53444.7103606983
623,47660,47660,Lincoln,Lincoln Township,Township,93.744,36.194,23164.319,17A,landscape,lower,178427754.546875,53419.9057042171
624,30680,30680,Fremont,Fremont Township,Township,92.903,35.87,22956.521,17A,landscape,lower,176826228.636719,53287.3582894171
625,69300,69300,Rolland,Rolland Township,Township,92.897,35.868,22955.155,17A,landscape,lower,176814529.734375,53163.0330004677
626,84300,84300,Waterloo,Waterloo Township,Township,128.148,49.478,31665.614,17A,portrait,lower,235076949.835938,62017.4293352151
627,37700,37700,Henrietta,Henrietta Township,Township,95.993,37.063,23720.124,17A,portrait,lower,176158500.394531,60285.4376173831
628,68920,68920,Rives,Rives Township,Township,93.898,36.254,23202.544,17A,portrait,lower,172317592.664062,52530.9187242515
629,79980,79980,Tompkins,Tompkins Township,Township,94.088,36.327,23249.314,17A,portrait,lower,172664371.402344,52547.826917347
630,75880,75880,Springport,Springport Township,Township,94.12,36.34,23257.196,17A,landscape,lower,172719995.511719,52550.8773283796
631,46980,46980,Leoni,Leoni Township,Township,132.507,51.161,32742.789,17A,portrait,lower,242340091.152344,74970.0556565444
632,08760,8760,Blackman,Blackman Township,Township,82.55,31.873,20398.398,17A,landscape,lower,151096812.636719,61268.6191634544
633,71500,71500,Sandstone,Sandstone Township,Township,93.645,36.157,23140.038,17A,portrait,lower,171379727.871094,52392.5248889028
634,62760,62760,Parma,Parma Township,Township,94.191,36.367,23274.965,17A,landscape,lower,172375491.152344,52551.8852081675
635,34500,34500,Grass Lake,Grass Lake Township,Township,124.266,47.979,30706.541,17A,portrait,lower,227124816.136719,61320.7622301904
636,41420,41420,Jackson,City of Jackson,City,28.411,10.969,7020.366,17A,portrait,lower,51915795.125,43079.3714791262
637,77200,77200,Summit,Summit Township,Township,77.668,29.988,19191.899,17A,landscape,lower,141723968.144531,67243.3593361887
638,75640,75640,Spring Arbor,Spring Arbor Township,Township,92.525,35.724,22863.257,17A,landscape,lower,168864489.125,52009.2774557662
639,17760,17760,Concord,Concord Township,Township,93.69,36.174,23150.958,17A,landscape,lower,170985187.496094,52386.2346002738
640,56640,56640,Napoleon,Napoleon Township,Township,81.268,31.378,20081.507,17A,landscape,lower,148188631.148438,54122.4248237363
641,59180,59180,Norvell,Norvell Township,Township,83.242,32.14,20569.239,17A,portrait,lower,151579325.1875,52817.9466344283
642,47360,47360,Liberty,Liberty Township,Township,92.172,35.588,22776.027,17A,portrait,lower,167762070.40625,51880.0304878967
643,36400,36400,Hanover,Hanover Township,Township,92.581,35.746,22877.057,17A,portrait,lower,168500678.953125,51899.3512626937
644,66440,66440,Pulaski,Pulaski Township,Township,94.913,36.646,23453.152,17A,portrait,lower,172737560.582031,52514.4203211608
645,17400,17400,Columbia,Columbia Township,Township,102.478,39.567,25322.585,17A,landscape,lower,186478718.628906,56050.6008265949
646,68260,68260,Richland,Richland Township,Township,93.707,36.18,23155.349,17A,portrait,lower,171927605.746094,52527.8501145946
647,17980,17980,Cooper,Cooper Township,Township,94.837,36.617,23434.519,17A,portrait,lower,173994808.628906,52820.7390174061
648,69820,69820,Ross,Ross Township,Township,93.139,35.961,23015.014,17A,landscape,lower,170888311.789062,52383.8232259982
649,00840,840,Alamo,Alamo Township,Township,94.182,36.364,23272.716,17A,portrait,lower,172781480.769531,52527.6771421832
650,14720,14720,Charleston,Charleston Township,Township,92.178,35.59,22777.486,17A,portrait,lower,168658385.164062,54304.4118613378
651,17680,17680,Comstock,Comstock Township,Township,91.312,35.256,22563.546,17A,portrait,lower,167065770.394531,57588.0985784818
652,42180,42180,Kalamazoo,Kalamazoo Township,Township,30.675,11.844,7579.847,17A,landscape,lower,56158057.515625,84959.9556903372
653,42160,42160,Kalamazoo,City of Kalamazoo,City,64.78,25.012,16007.374,17A,portrait,lower,118464778.964844,115482.374010884
654,62340,62340,Parchment,City of Parchment,City,2.426,0.937,599.375,17A,landscape,lower,4443259.15625,11840.1926650288
655,61400,61400,Oshtemo,Oshtemo Township,Township,93.265,36.01,23046.075,17A,portrait,lower,170621545.925781,56601.8194276149
656,31260,31260,Galesburg,City of Galesburg,City,3.758,1.451,928.722,17A,portrait,lower,6877071.22265625,11991.2643829966
657,16460,16460,Climax,Climax Township,Township,93.691,36.174,23151.277,17A,portrait,lower,170952591.175781,52557.2692375849
658,62960,62960,Pavilion,Pavilion Township,Township,93.943,36.271,23213.466,17A,landscape,lower,171402385.125,53037.29002809
659,65560,65560,Portage,City of Portage,City,91.228,35.223,22542.731,17A,landscape,lower,166436055.792969,75390.8264708776
660,79300,79300,Texas,Texas Township,Township,94.01,36.297,23230.217,17A,portrait,lower,171510990.613281,52539.7854550269
661,82840,82840,Wakeshma,Wakeshma Township,Township,93.374,36.052,23072.947,17A,landscape,lower,169907107.957031,52257.9639685659
662,09920,9920,Brady,Brady Township,Township,93.886,36.25,23199.577,17A,landscape,lower,170830463.222656,52346.7235680171
663,66200,66200,Prairie Ronde,Prairie Ronde Township,Township,94.374,36.438,23320.176,17A,landscape,lower,171698623.773438,52412.2825269765
664,71880,71880,Schoolcraft,Schoolcraft Township,Township,93.337,36.037,23063.775,17A,landscape,lower,169820910.355469,52056.922639417
665,09320,9320,Blue Lake,Blue Lake Township,Township,93.764,36.202,23169.386,17A,portrait,lower,186467584.796875,54598.589044307
666,17000,17000,Cold Springs,Cold Springs Township,Township,93.865,36.241,23194.329,17A,portrait,lower,186675255.652344,54602.8593919871
667,67180,67180,Rapid River,Rapid River Township,Township,91.237,35.227,22544.996,17A,portrait,lower,181454712.640625,53893.4238952369
668,16340,16340,Clearwater,Clearwater Township,Township,87.454,33.766,21610.223,17A,portrait,lower,173927774.941406,54359.4729985971
669,06440,6440,Bear Lake,Bear Lake Township,Township,186.97,72.189,46200.759,17A,portrait,lower,370168452.472656,81696.5076746968
670,26860,26860,Excelsior,Excelsior Township,Township,93.746,36.195,23164.903,17A,portrait,lower,185881489.410156,54491.2818075859
671,42280,42280,Kalkaska,Kalkaska Township,Township,184.437,71.211,45574.775,17A,landscape,lower,365722014.972656,80937.1706136346
672,60540,60540,Oliver,Oliver Township,Township,93.276,36.014,23048.758,17A,landscape,lower,184399592.40625,54412.5267296848
673,60940,60940,Orange,Orange Township,Township,90.087,34.783,22260.84,17A,portrait,lower,178099745.457031,53696.5173311162
674,09440,9440,Boardman,Boardman Township,Township,93.553,36.121,23117.214,17A,landscape,lower,184956233.617188,54312.3743820065
675,31600,31600,Garfield,Garfield Township,Township,276.166,106.628,68241.325,17A,landscape,lower,544343198.242188,107460.550084061
676,75720,75720,Springfield,Springfield Township,Township,92.082,35.553,22753.594,17A,landscape,lower,181510715.667969,53834.5534694355
677,75560,75560,Spencer,Spencer Township,Township,94.866,36.628,23441.747,17A,portrait,lower,179029128.648438,53553.6934737127
678,56920,56920,Nelson,Nelson Township,Township,93.319,36.031,23059.439,17A,portrait,lower,176108480.546875,58424.9134076225
679,81140,81140,Tyrone,Tyrone Township,Township,94.135,36.346,23261.092,17A,portrait,lower,177629740.824219,53296.2197190908
680,14200,14200,Cedar Springs,City of Cedar Springs,City,5.014,1.936,1239.075,17A,portrait,lower,9453465.921875,32284.1603888665
681,74460,74460,Solon,Solon Township,Township,94.031,36.305,23235.229,17A,portrait,lower,177445881.140625,71402.8981183745
682,59580,59580,Oakfield,Oakfield Township,Township,94.27,36.398,23294.355,17A,portrait,lower,177393635.671875,53446.4282572325
683,18500,18500,Courtland,Courtland Township,Township,93.081,35.938,23000.494,17A,portrait,lower,175152408.9375,56554.6933360055
684,01160,1160,Algoma,Algoma Township,Township,90.36,34.888,22328.29,17A,portrait,lower,170032106.683594,56273.1331772588
685,75440,75440,Sparta,Sparta Township,Township,94.422,36.456,23331.813,17A,portrait,lower,177658387.246094,53336.6454740211
686,69080,69080,Rockford,City of Rockford,City,8.567,3.308,2116.967,17A,portrait,lower,16102039.4882812,24535.3622803269
687,34560,34560,Grattan,Grattan Township,Township,95.619,36.919,23627.74,17A,portrait,lower,179414585.335938,53594.3482533793
688,13080,13080,Cannon,Cannon Township,Township,95.509,36.876,23600.654,17A,portrait,lower,179200955.191406,53600.1447531382
689,01840,1840,Alpine,Alpine Township,Township,93.722,36.186,23159.023,17A,portrait,lower,175839886.398438,53112.7071739139
690,64660,64660,Plainfield,Plainfield Township,Township,95.262,36.781,23539.573,17A,landscape,lower,178725351.59375,55496.0263708036
691,81920,81920,Vergennes,Vergennes Township,Township,91.566,35.353,22626.097,17A,landscape,lower,171323037.574219,56196.5344094491
692,82960,82960,Walker,City of Walker,City,65.928,25.455,16291.066,17A,portrait,lower,123340035.015625,75458.8561303048
693,00240,240,Ada,Ada Township,Township,95.936,37.041,23706.066,17A,portrait,lower,179481476.027344,57508.9036458721
694,34000,34000,Grand Rapids,City of Grand Rapids,City,117.324,45.299,28990.996,17A,portrait,lower,219324218.402344,124062.892773158
695,34020,34020,Grand Rapids,Grand Rapids Township,Township,40.366,15.585,9974.569,17A,portrait,lower,75533180.3398438,62129.4145551034
696,23980,23980,East Grand Rapids,City of East Grand Rapids,City,8.726,3.369,2156.263,17A,landscape,lower,16304903.171875,18275.9324427917
697,49540,49540,Lowell,City of Lowell,City,8.025,3.098,1982.921,17A,landscape,lower,14989562.4140625,21476.2218518456
698,49560,49560,Lowell,Lowell Township,Township,86.219,33.289,21304.845,17A,landscape,lower,160853175.550781,62115.9706142108
699,13660,13660,Cascade,Cascade Township,Township,90.198,34.826,22288.234,17A,landscape,lower,168276866.394531,51314.3694474732
700,42820,42820,Kentwood,City of Kentwood,City,54.242,20.943,13403.285,17A,landscape,lower,101150880.671875,60804.3664472132
701,34160,34160,Grandville,City of Grandville,City,19.884,7.677,4913.318,17A,portrait,lower,37095861.5976562,30722.2392581742
702,09780,9780,Bowne,Bowne Township,Township,93.238,35.999,23039.387,17A,landscape,lower,173476224.027344,52765.7203613656
703,12500,12500,Caledonia,Caledonia Township,Township,92.425,35.685,22838.417,17A,portrait,lower,171953041.535156,52515.1810178693
704,12240,12240,Byron,Byron Township,Township,93.696,36.176,23152.484,17A,landscape,lower,174303040.339844,58172.513263384
705,31240,31240,Gaines,Gaines Township,Township,92.578,35.745,22876.386,17A,landscape,lower,172230316.660156,52528.0109853415
706,88940,88940,Wyoming,City of Wyoming,City,64.221,24.796,15869.222,17A,landscape,lower,119778961.617188,71240.6262550278
707,39380,39380,Houghton,Houghton Township,Township,336.142,129.784,83061.555,17A,portrait,upper,745866577.917969,627994.222712424
708,23620,23620,Eagle Harbor,Eagle Harbor Township,Township,491.194,189.65,121375.428,17A,landscape,upper,1088345332.41406,427061.545458287
709,34300,34300,Grant,Grant Township,Township,319.993,123.549,79071.129,17A,landscape,upper,698436153.625,192938.846638511
710,01520,1520,Allouez,Allouez Township,Township,141.636,54.686,34998.67,17A,landscape,upper,308407865.132812,79364.2877018773
711,73220,73220,Sherman,Sherman Township,Township,169.068,65.277,41777.183,17A,landscape,upper,367203977.320312,80061.0797744082
712,25260,25260,Elk,Elk Township,Township,95.26,36.78,23539.114,17A,portrait,lower,185029926.617188,54420.6475540445
713,22800,22800,Dover,Dover Township,Township,95.841,37.004,23682.58,17A,portrait,lower,186155259.058594,54488.4931934432
714,57480,57480,Newkirk,Newkirk Township,Township,188.245,72.682,46515.892,17A,portrait,lower,365100415.398438,81401.6794059101
715,24800,24800,Eden,Eden Township,Township,94.563,36.511,23366.709,17A,portrait,lower,183666215.273438,54436.5328905213
716,71680,71680,Sauble,Sauble Township,Township,91.503,35.329,22610.695,17A,portrait,lower,177200363.320312,53294.0367069843
717,25440,25440,Ellsworth,Ellsworth Township,Township,91.444,35.306,22595.944,17A,portrait,lower,177089553.089844,53290.1462161134
718,63120,63120,Peacock,Peacock Township,Township,92.443,35.692,22842.92,17A,landscape,lower,179019216.382812,53653.4570972405
719,77740,77740,Sweetwater,Sweetwater Township,Township,92.582,35.746,22877.246,17A,portrait,lower,178765975.261719,53592.1603569658
